# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_11-10-13
---
'a'wei 阿魏
'bi'nian 避年
'bi'nv 鼻衄
'bi'nv'bing 鼻衄病
'bi'qi 必齐
'bi'qi 荸荠
'bi'qi'miao 荸荠苗
'bi'qi'yu'jie'zheng 痹气郁结证
'bi'qiu'bing 鼻鼽病
'bi'se'bing 鼻塞病
'bi'shan 鼻煽
'bi'shang'nv'xue'zheng 鼻伤衄血证
'bi'sheng'san 必胜散
'bi'sheng'tang 必胜汤
'bi'sun'shang'bing 鼻损伤病
'bi'tong'cao 笔筒草
'bi'tou'cai 笔头菜
'bi'tou'hua 笔头花
'bi'wei'fei'qiao 鼻为肺窍
'bi'xi'rou'bing 鼻息肉病
'bi'xiao'fang 必效方
'bi'xiao'san 必效散
'bi'xiao'yin'zi 必效饮子
'bi'xie 萆薢
'bi'xie'fen'qing'yin 萆薢分清饮
'bi'yu'san 碧玉散
'bi'yuan 鼻渊
'bi'yuan'bing 鼻渊病
'bi'zai'cao 笔仔草
'bi'zheng 痹证
'bi'zheng 闭证
'bi'zhi'bing 鼻窒病
'bi'zhui'xing 鼻赘型
'bian'bao'shan 边宝善
'bian'bi 便闭
'bian'bing 辨病
'bian'cheng'xu'ji'yao'wu'zi'liao'zhu'yao'lai'zi 编成续集药物资料主要来自
'bian'cheng'zhang 边成章
'bian'dou 扁豆
'bian'dou'hua 扁豆花
'bian'hou'bing 扁瘊病
'bian'lan 边兰
'bian'lei 扁蕾
'bian'mi 便秘
'bian'qiu'hou 边鳅喉
'bian'she 边舌
'bian'shi 砭石
'bian'tou'feng 边头风
'bian'xie 便血
'bian'xie'bing 便血病
'bian'xu 扁蓄
'bian'xu 萹蓄
'bian'zheng 变证
'bian'zheng 辩证
'bian'zheng'shi'zhi 辩证施治
'biao'han 表寒
'biao'han'li're 表寒里热
'biao'han'li're'zheng 表寒里热证
'biao'han'li'yin'zheng 表寒里饮证
'biao'li 表里
'biao'li'ju'han 表里俱寒
'biao'li'ju're 表里俱热
'biao'li'tong'bing 表里同病
'biao'qi'bu'gu 表气不固
'biao're 表热
'biao're'jian'li'han'xia'po'da'chang'zheng 表热兼里寒下迫大肠证
'biao're'li'han 表热里寒
'biao'shi 表实
'biao'shi'li'xu 表实里虚
'biao'xie 表邪
'biao'xu 表虚
'biao'xu'li'shi 表虚里实
'biao'zheng 表证
'bie'jia 鳖甲
'bie'jia'jian'wan 鳖甲煎丸
'bing'ben 病本
'bing'bing 并病
'bing'cha'shui'ting'yao'xia'zheng 病差水停腰下证
'bing'chi 病持
'bing'chuan 病传
'bing'chuan'ban 病穿板
'bing'chuan'zhang 病穿掌
'bing'ding 丙丁
'bing'duan 病端
'bing'er 病儿
'bing'fa'yu'yang 病发于阳
'bing'fa'yu'yin 病发于阴
'bing'fu'bu'zu'zheng 禀赋不足证
'bing'ge 病膈
'bing'ge 病革
'bing'gen 病根
'bing'gui 病鬼
'bing'ha 病蝦
'bing'hou'duo'han 病后多汗
'bing'hou'duo'mian 病后多眠
'bing'hou'er'long 病后耳聋
'bing'hou'tiao'li'fu'shi'fa 病后调理服食法
'bing'hou'xu'ying'qi'ni'zheng 病后虚嬴气逆证
'bing'hou'yin 病后瘖
'bing'hou'yu're'wei'jin'lao'fu'zheng 病后余热未尽劳复证
'bing'ji 病机
'bing'ji'hui'lun 病机汇论
'bing'ji'sha'zhuan 病机沙篆
'bing'ji'shi'jiu'tiao 病机十九条
'bing'ji'xue'shuo 病机学说
'bing'jian 病茧
'bing'jin 病禁
'bing'lang 槟榔
'bing'li'gai'lun'ji'ge'lun 病理概论及各论
'bing'li'xing'gu'zhe 病理性骨折
'bing'li'yue'bian 病理约编
'bing'liang'hua 冰凉花
'bing'mai 病脉
'bing'neng 病能
'bing'neng'lun'pian 病能论篇
'bing'ou'bao 病藕包
'bing'pian 冰片
'bing'qi 病气
'bing'qi'biao'ben 病气标本
'bing'qi'guo'yong 病起过用
'bing'se 病色
'bing'se'xiang'ke 病色相克
'bing'she'jie 病蛇节
'bing'shi 病食
'bing'shu 病暑
'bing'xian 病涎
'bing'xie 病邪
'bing'xie'cha 病蟹叉
'bing'xin'hua'shui 丙辛化水
'bing'yin 病因
'bing'yin 病音
'bing'yin'bian'zheng 病因辨证
'bing'yin'xue'shuo 病因学说
'bing'yue 并月
'bing'zai'zhong'pang'qu'zhi 病在中旁取之
'bing'zheng'bian'yi 病症辨异
'bing'zu 病阻
'bo'gu'dan 驳骨丹
'bo'he 薄荷
'bo'he'nao 薄荷脑
'bo'he'you 薄荷油
'bo'jue'bing 薄厥病
'bo'tai 剥苔
'bo'tai 薄苔
'bu'chong'cao 捕虫草
'bu'dai'wan 布袋丸
'bu'er'fa 哺儿法
'bu'fa 补法
'bu'fei 补肺
'bu'fei'e'jiao'tang 补肺阿胶汤
'bu'gu'xian 部骨陷
'bu'gu'zhi 补骨脂
'bu'jie 卜芥
'bu'jin'dou'ti'fa 布巾兜提法
'bu'jing'zi 布荆子
'bu'lu 哺露
'bu'lu'gan 哺露疳
'bu'mei 不寐
'bu'mei'bing 不寐病
'bu'qi 布气
'bu'qi 补气
'bu'ru'gan 哺乳疳
'bu'shen 补肾
'bu'xie'jian'shi 补泻兼施
'bu'xin 补心
'bu'xue 补血
'bu'yang 补阳
'bu'yang'huan'wu'tang 补阳还五汤
'bu'yin 补阴
'bu'yu 不育
'bu'yue 不月
'bu'yun'bing 不孕病
'bu'zha'ye 布渣叶
'bu'zhen 布针
'bu'zhi 布指
'bu'zhong'yi'qi'tang 补中益气汤
'can'dou 蚕豆
'can'dou'geng 蚕豆梗
'can'dou'hua 蚕豆花
'can'dou'huang 蚕豆黄
'can'dou'jia'ke 蚕豆荚壳
'can'dou'jing 蚕豆茎
'can'dou'ke 蚕豆壳
'can'dou'pi 蚕豆皮
'can'dou'ye 蚕豆叶
'can'dou'yi 蚕豆衣
'can'gu'zhi 蚕故纸
'can'jian 蚕茧
'can'lian 蚕连
'can'lian'zhi 蚕连纸
'can'sha 蚕沙
'can'sha 蚕砂
'can'shi'tang 蚕矢汤
'can'tui 蚕蜕
'can'tui 蚕退
'can'tui'zhi 蚕蜕纸
'can'tui'zhi 蚕退纸
'can'yi 蚕衣
'can'yong 蚕蛹
'can'zhi 蚕纸
'can'zi'zheng 蚕子症
'cang'er'zi 苍耳子
'cang'fu'dao'tan'wan 苍附导痰丸
'cang'tong'shi'si 藏统失司
'cang'zhu 苍术
'cao'dou'kou 草豆蔻
'cao'guo 草果
'cao'hong'teng 草红藤
'cao'su 糙苏
'cao'wu 草乌
'cao'xue'jie 草血竭
'cao'za 嘈杂
'cao'za'bing 嘈杂病
'ce'bai 侧柏
'ce'bai'ye 侧柏叶
'cha'you 茶油
'chai'ci'di'huang'wan 柴磁地黄丸
'chai'du'cang'zhu'tang 柴独苍术汤
'chai'ge'gui'zhi'tang 柴葛桂枝汤
'chai'ge'jie'ji'tang 柴葛解肌汤
'chai'ge'ping'wei'san 柴葛平胃散
'chai'ge'qin'lian'tang 柴葛芩连汤
'chai'geng'ban'xia'tang 柴梗半夏汤
'chai'hu 柴胡
'chai'hu'bai'hu'tang 柴胡白虎汤
'chai'hu'ban'xia'tang 柴胡半夏汤
'chai'hu'bie'jia'tang 柴胡鳖甲汤
'chai'hu'can'zhu'tang 柴胡参术汤
'chai'hu'da'yuan'yin 柴胡达原饮
'chai'hu'ding'xiang'tang 柴胡丁香汤
'chai'hu'du'huo'tang 柴胡独活汤
'chai'hu'fang'feng'tang 柴胡防风汤
'chai'hu'fu'sheng'tang 柴胡复生汤
'chai'hu'ge'gen'tang 柴胡葛根汤
'chai'hu'gui'zhi'gan'jiang'tang 柴胡桂枝干姜汤
'chai'hu'gui'zhi'tang 柴胡桂枝汤
'chai'hu'hou'po'tang 柴胡厚朴汤
'chai'hu'jia'gui'tang 柴胡加桂汤
'chai'hu'jia'long'gu'mu'li'tang 柴胡加龙骨牡蛎汤
'chai'hu'jia'mang'xiao'tang 柴胡加芒硝汤
'chai'hu'jiang'gui'tang 柴胡姜桂汤
'chai'hu'ling'jiao'tang 柴胡羚角汤
'chai'hu'lu'he'tang 柴胡六合汤
'chai'hu'mai'dong'san 柴胡麦冬散
'chai'hu'mei'lian'san 柴胡梅连散
'chai'hu'qiang'huo'tang 柴胡羌活汤
'chai'hu'qing'gan'san 柴胡清肝散
'chai'hu'qing'gan'tang 柴胡清肝汤
'chai'hu'qing'gan'yin 柴胡清肝饮
'chai'hu'qing'ge'jian 柴胡清膈煎
'chai'hu'qing'gu'san 柴胡清骨散
'chai'hu'qu'ban'xia'jia'gua'lou'tang 柴胡去半夏加栝蒌汤
'chai'hu'san 柴胡散
'chai'hu'sheng'ma'tang 柴胡升麻汤
'chai'hu'sheng'shi'tang 柴胡胜湿汤
'chai'hu'shu'gan'san 柴胡疏肝散
'chai'hu'si'wu'tang 柴胡四物汤
'chai'hu'tong'jing'tang 柴胡通经汤
'chai'hu'tui'yi'wan 柴胡退翳丸
'chai'hu'wan 柴胡丸
'chai'hu'xian'xiong'tang 柴胡陷胸汤
'chai'hu'xiong'gui'tang 柴胡芎归汤
'chai'hu'yang'ying'tang 柴胡养营汤
'chai'hu'yi'gan'tang 柴胡抑肝汤
'chai'hu'yin 柴胡饮
'chai'hu'yin'zi 柴胡引子
'chai'hu'yin'zi 柴胡饮子
'chai'hu'zhi'ju'tang 柴胡枳桔汤
'chai'hu'zhi'lian'tang 柴胡栀连汤
'chai'hu'zhi'zi'san 柴胡栀子散
'chai'ling'tang 柴苓汤
'chai'ling'yin 柴苓饮
'chai'ping'jian 柴平煎
'chai'ping'tang 柴平汤
'chai'qian'mei'lian'san 柴前梅连散
'chai'xiong'tang 柴芎汤
'chai'yuan 柴源
'chan'bing 颤病
'chan'hou'bai'xue'shang'chong'zheng 产后败血上冲证
'chan'hou'da'bian'nan'bing 产后大便难病
'chan'hou'e'lu'bu'jue'bing 产后恶露不绝病
'chan'hou'e'lu'bu'xia'bing 产后恶露不下病
'chan'hou'fa're'bing 产后发热病
'chan'hou'feng 缠喉风
'chan'hou'fu'tong'bing 产后腹痛病
'chan'hou'gan'ran'fa're'bing 产后感染发热病
'chan'hou'han'bing 产后汗病
'chan'hou'jing'bing 产后痉病
'chan'hou'niao'xie'bing 产后尿血病
'chan'hou'que'ru'bing 产后缺乳病
'chan'hou'ru'zhi'zi'chu'bing 产后乳汁自出病
'chan'hou'shen'tong'bing 产后身痛病
'chan'hou'xiao'bian'bu'tong'bing 产后小便不通病
'chan'hou'xiao'bian'lin'li'bing 产后小便淋沥病
'chan'hou'xiao'bian'pin'shuo'bing 产后小便频数病
'chan'hou'xue'beng'bing 产后血崩病
'chan'hou'xue'yun'bing 产后血晕病
'chan'hou'yi'fen'bing 产后遗粪病
'chan'hou'yi'niao'bing 产后遗尿病
'chan'hou'zi'han'dao'han'bing 产后自汗盗汗病
'chan'ku'xing'ren 燀苦杏仁
'chan'men 产门
'chan'su 蟾酥
'chan'tui 蝉蜕
'chan'yi 蝉衣
'chang'ai 肠癌
'chang'bi 肠痹
'chang'chun'hua 长春花
'chang'dao'qi'zhi'zheng 肠道气滞证
'chang'dao'shi're'zheng 肠道实热证
'chang'dao'shi're'zheng 肠道湿热证
'chang'feng 肠风
'chang'feng'shang'luo'zheng 肠风伤络证
'chang'jie 肠结
'chang'lao 肠痨
'chang'liu 肠瘤
'chang'mai 常脉
'chang'pi 肠辟
'chang'pu 菖蒲
'chang'shan 常山
'chang'wei'shi're'zheng 肠胃实热证
'chang'wei'shi're'zheng 肠胃湿热证
'chang'xu'hua'tuo 肠虚滑脱
'chang'ye'kui'sun 肠液亏损
'chang'yong 肠痈
'chang'yong'bing 肠痈病
'chang'yu 肠郁
'chang'zao'bian'mi 肠燥便秘
'chang'zao'jin'shang'zheng 肠燥津伤证
'chao'bai'bian'dou 炒白扁豆
'chao'bai'shao 炒白芍
'chao'bai'zhu 炒白术
'chao'bian'dou 炒扁豆
'chao'cang'er'zi 炒苍耳子
'chao'chong'wei'zi 炒茺蔚子
'chao'chu'shi'zi 炒楮实子
'chao'chuan'lian'zi 炒川楝子
'chao'dan'pi 炒丹皮
'chao'dao'ya 炒稻芽
'chao'feng'fang 炒蜂房
'chao'gu'ya 炒谷芽
'chao'gua'lou'zi 炒瓜蒌子
'chao'huang'bai 炒黄柏
'chao'huo'ma'ren 炒火麻仁
'chao'ji'li 炒蒺藜
'chao'ji'nei'jin 炒鸡内金
'chao'jie'zi 炒芥子
'chao'jue'ming'zi 炒决明子
'chao'lai'fu 炒莱菔
'chao'lai'fu'zi 炒莱菔子
'chao'mai'ya 炒麦芽
'chao'man'jing'zi 炒蔓荆子
'chao'mei'yao 炒没药
'chao'mi'ren 炒米仁
'chao'nan'he'shi 炒南鹤虱
'chao'nei'jin 炒内金
'chao'niu'bang'zi 炒牛蒡子
'chao'pu'huang 炒蒲黄
'chao'qian'niu'zi 炒牵牛子
'chao'qing'xiang'zi 炒青葙子
'chao're 潮热
'chao'ru'xiang 炒乳香
'chao'san'xian 炒三仙
'chao'san'xiao 炒三消
'chao'shan'wei 炒山桅
'chao'shan'zha 炒山楂
'chao'suan'zao'ren 炒酸枣仁
'chao'tian'guan 朝天罐
'chao'ting'li'zi 炒葶苈子
'chao'wang'bu'liu'xing 炒王不留行
'chao'wei'zi 炒桅子
'chao'yong 炒用
'chao'zhi'zi 炒栀子
'chao'zi'su'zi 炒紫苏子
'che'qian'cao 车前草
'che'qian'zi 车前子
'chen'fei 尘肺
'chen'fo'shou 陈佛手
'chen'pi 陈皮
'chen'sha 辰砂
'chen'xiang 沉香
'chen'xiang'qu 沉香曲
'chen'xiang'ru 陈香薷
'chen'yu 沉郁
'cheng'e'zheng 乘腭症
'cheng'fu 乘腑
'cheng'gou'feng 称钩风
'cheng'jin'san 称筋散
'cheng'nian'zhi'xu 乘年之虚
'cheng'nong'qi 成脓期
'cheng'shu'qi 成熟期
'cheng'yong'qi 成痈期
'cheng'zang 乘脏
'cheng'zhen'gu 乘枕骨
'chi'bai'shao 赤白芍
'chi'chuang 耻疮
'chi'dai'bing 痴呆病
'chi'fu'ling 赤茯苓
'chi'gou 齿垢
'chi'jian 赤箭
'chi'jing'xiang'qing 翅茎香青
'chi'lei 眵泪
'chi'mai'chuan'jing'bing 赤脉传睛病
'chi'mo'xia'chui'bing 赤膜下垂病
'chi'nv 齿衄
'chi'nv'bing 齿衄病
'chi'sai 叱腮
'chi'shao 赤芍
'chi'shi'zhi 赤石脂
'chi'xiao'dou 赤小豆
'chi'yao 赤药
'chi'yin'she 齿印舌
'chi'you'dan'bing 赤游丹病
'chi'zong 瘈疭
'chong'bai'la 虫白蜡
'chong'bai'la 虫百腊
'chong'bing'gou'chong'bing 虫病钩虫病
'chong'bing'hui'chong'bing 虫病蛔虫病
'chong'bing'jiang'pian'chong'bing 虫病姜片虫病
'chong'bing'nang'chong'bing 虫病囊虫病
'chong'bing'nao'chong'bing 虫病蛲虫病
'chong'bing'si'chong'bing 虫病丝虫病
'chong'bing'tao'chong'bing 虫病绦虫病
'chong'bing'xue'xi'chong'bing 虫病血吸虫病
'chong'du'jie'fu'zheng 虫毒结肤证
'chong'du'jie'ju'zheng 虫毒结聚证
'chong'gu'bing 虫臌病
'chong'ji'chang'dao'zheng 虫积肠道证
'chong'ji'hua'gan'zheng 虫积化疳证
'chong'ji'pi'xia'zheng 虫寄皮下证
'chong'ji'shang'pi'zheng 虫积伤脾证
'chong'ji'zheng 虫积证
'chong'jie'zheng 虫结证
'chong'lou 重楼
'chong'qin'yu'nao'zheng 虫侵于脑证
'chong'rao'po'men'zheng 虫扰魄门证
'chong'rao'yu'chang'zheng 虫扰于肠证
'chong'ren'bu'gu 冲任不固
'chong'ren'bu'gu'zheng 冲任不固证
'chong'ren'han'zheng 冲任寒证
'chong'ren're'zheng 冲任热证
'chong'ren'shi'tiao'zheng 冲任失调证
'chong'ren'sun'shang 冲任损伤
'chong'ren'xu'shuai'zheng 冲任虚衰证
'chong'ren'yu'zu'ning'jie'zheng 冲任瘀阻凝结证
'chong'ren'yu'zu'zheng 冲任瘀阻证
'chong'shi'yong'luo'zheng 虫湿壅络证
'chong'tan'hu'jie'zheng 虫痰互结证
'chong'wei'zi 茺蔚子
'chong'xie'fan'fei'zheng 虫邪犯肺证
'chou'a'wei 臭阿魏
'chou'ai 臭艾
'chou'ba'bao 臭八宝
'chou'cai 臭菜
'chou'cao 臭草
'chou'chang 臭菖
'chou'chu 抽搐
'chou'chu'bing 抽搐病
'chou'chun'pi 臭椿皮
'chou'chun'zi 臭椿子
'chou'du'tou'tong 臭毒头痛
'chou'fa'luo'hai 臭法落海
'chou'fan'tuan 臭饭团
'chou'fu'rong 臭芙蓉
'chou'gen 臭根
'chou'gen'pi 臭根皮
'chou'hao 臭蒿
'chou'jin'feng 臭金风
'chou'ju 臭橘
'chou'ju'ye 臭橘叶
'chou'ku'lang 臭苦蓢
'chou'la'yang'zi 臭拉秧子
'chou'li'huo 臭藜藿
'chou'li'zi 臭李子
'chou'ling'dan 臭灵丹
'chou'ling'dan'cao 臭灵丹草
'chou'ling'dang 臭铃铛
'chou'mo'li 臭茉莉
'chou'mu'dan 臭牡丹
'chou'qi 臭杞
'chou'qi'zi 臭杞子
'chou'shan'ju 臭山橘
'chou'shu 臭鼠
'chou'su 臭苏
'chou'teng 臭藤
'chou'tian'luo 臭田螺
'chou'wu'tong 臭梧桐
'chou'wu'tong'gen 臭梧桐根
'chou'wu'tong'hua 臭梧桐花
'chou'wu'tong'ye 臭梧桐叶
'chou'wu'tong'zi 臭梧桐子
'chou'wu'yi 臭芜荑
'chou'xi 臭息
'chou'yan 臭烟
'chou'ye'zi 臭叶子
'chou'zhi'cao 臭质草
'chou'zi 臭子
'chu'bai 出白
'chu'cu'fa're 出瘄发热
'chu'fa'qi 初发期
'chu'fang'fa 处方法
'chu'fang'yue'bian 处方约编
'chu'huang'ru'mi 出黄如糜
'chu'jiu 出臼
'chu'ke'qi 初咳期
'chu'liao 出髎
'chu'men 畜门
'chu'qi 初期
'chu'shi 除湿
'chu'shi'zi 楮实子
'chu'shu 处暑
'chu'ti 怵惕
'chu'xie'zhong'feng 出血中风
'chu'xing'zi'hei 出形紫黑
'chu'xue 畜血
'chu'zhao'liang'chi 出爪亮翅
'chu'zhen 出针
'chu'zhen'fa 出针法
'chu'zhen'qi 出疹期
'chu'zhong 除中
'chu'zhuang'zhi 杵壮指
'chuan'bai 川柏
'chuan'bai'zhi 川白芷
'chuan'bei 川贝
'chuan'bei'mu 川贝母
'chuan'bian 传变
'chuan'bing 喘病
'chuan'dong'zi 川栋子
'chuan'du'huo 川独活
'chuan'duan 川断
'chuan'gu 川谷
'chuan'hou'pu 川厚朴
'chuan'hua 传化
'chuan'hua'zao'po 传化糟粕
'chuan'huang'lian 川黄连
'chuan'ji 喘急
'chuan'jiao 川椒
'chuan'jin'pi 川槿皮
'chuan'jun 川军
'chuan'lian 川连
'chuan'lian'zi 川楝子
'chuan'man 喘满
'chuan'ming'can 川明参
'chuan'mu'tong 川木通
'chuan'mu'xiang 川木香
'chuan'niu'xi 川牛膝
'chuan'po'shi 穿破石
'chuan'po'shi'qie'gen 穿破石茄根
'chuan'pu 川朴
'chuan'qiang 川羌
'chuan'shan'jia 川山甲
'chuan'shan'jia 穿山甲
'chuan'shan'long 穿山龙
'chuan'she'gan 川射干
'chuan'shi'hu 川石斛
'chuan'tong'pi 川桐皮
'chuan'wu 川乌
'chuan'xin'lian 穿心莲
'chuan'xiong 川芎
'chuan'xiong'cha'tiao'san 川芎茶调散
'chuan'xu'duan 川续断
'chuan'yu'jin 川郁金
'chuang'shang'bing 创伤病
'chuang'yang 疮疡
'chui'pen'cao 垂盆草
'chui'ru 吹乳
'chun'chan'dong 唇颤动
'chun'chuang 唇疮
'chun'ding 唇疔
'chun'fan 唇反
'chun'feng 唇风
'chun'feng'bing 唇风病
'chun'gao'la 唇槁腊
'chun'gen'pi 椿根皮
'chun'huan'she'jiang 唇缓舌强
'chun'jia'qing 唇甲青
'chun'jian'xiang'yao 唇睑相邀
'chun'jiao 唇焦
'chun'ju 唇疽
'chun'jun 唇菌
'chun'kou 唇口
'chun'kou'ru'dong 唇口蠕动
'chun'kou'run'dong 唇口瞤动
'chun'kou'zao'lie 唇口燥裂
'chun'li 唇里
'chun'lie 唇裂
'chun'mi 唇糜
'chun'pi 椿皮
'chun'qing 唇青
'chun'run 唇瞤
'chun'si'bai 唇四白
'chun'suo 唇缩
'chun'tian 唇腆
'chun'wei 唇萎
'chun'wen 春温
'chun'wen'bing 春温病
'chun'yang 唇疡
'chun'zhen 唇胗
'chun'zhen'ma'zui 唇针麻醉
'ci'shi 磁石
'ci'wei'pi 刺猬皮
'ci'wu'jia 刺五加
'ci'zhen 瓷针
'ci'zhu'wan 磁朱丸
'cong'bai 葱白
'cong'bai'qi'wei'yin 葱白七味饮
'cong'bai'ye 丛柏叶
'cong'gui'cao'tang'yi'an 丛桂草堂医案
'cong'gui'ou'ji 丛桂偶记
'cong'gui'tang'ji'yan'liang'fang 丛桂堂集验良方
'cong'hua 从化
'cong'mao 丛毛
'cong'rong 苁蓉
'cong'zhen 丛针
'cu'ai'tan 醋艾炭
'cu'ai'ye 醋艾叶
'cu'bie'jia 醋鳖甲
'cu'chai'hu 醋柴胡
'cu'gan'sui 醋甘遂
'cu'gui'jia 醋龟甲
'cu'san'leng 醋三棱
'cu'shang'lu 醋商陆
'cu'wu'wei'zi 醋五味子
'cu'xiang'fu 醋香附
'cu'yan'hu'suo 醋延胡索
'cu'yuan'hu 醋元胡
'cu'yuan'hua 醋芫花
'cu'zhong 卒中
'cui'jiao 脆脚
'cui'she 脆蛇
'cui'zhe'jian'zhi 脆者坚之
'cun'kou'mai 寸口脉
'cuo'hou 挫喉
'cuo'kong 撮空
'cuo'kou 撮口
'cuo'shang 挫伤
'da'bei'mu 大贝母
'da'biao 达表
'da'bing 大病
'da'bu'si 打不死
'da'bu'yin'wan 大补阴丸
'da'cha'yao 大茶药
'da'chai'hu'tang 大柴胡汤
'da'chang 大肠
'da'chang'han 大肠寒
'da'chang'jie're'zheng 大肠结热证
'da'chang'jin'kui'zheng 大肠津亏证
'da'chang're'jie 大肠热结
'da'chang'shi 大肠实
'da'chang'shi're 大肠湿热
'da'chang'shi're'zheng 大肠湿热证
'da'chang'xu'han'zheng 大肠虚寒证
'da'chang'zhu'jin 大肠主津
'da'cheng'qi'tang 大承气汤
'da'deng'huo 打灯火
'da'ding'feng'zhu 大定风珠
'da'dong'guo 大洞果
'da'dou'huang'juan 大豆黄卷
'da'dou'juan 大豆卷
'da'fa 打法
'da'fan'ke 大烦渴
'da'fei'jin'cao 大肺筋草
'da'fei'yang 大飞扬
'da'fei'yang'cao 大飞扬草
'da'feng'zi 大风子
'da'fu'pi 大腹皮
'da'gong'shi 打躬势
'da'gu'zi 打鼓子
'da'guan'si'cao 打官司草
'da'han'fan'fei'zheng 大寒犯肺证
'da'han'fei're'zheng 大寒肺热证
'da'hong'pao 大红袍
'da'huang 大黄
'da'huang'cuo'chong'wan 大黄错虫丸
'da'huang'fu'zi'tang 大黄附子汤
'da'huang'mu'dan'tang 大黄牡丹汤
'da'huang'tan 大黄炭
'da'hui'xiang 大茴香
'da'huo'luo'dan 大活络丹
'da'ji 大戟
'da'ji 大蓟
'da'ji'tan 大蓟炭
'da'jia'xie 大瘕泄
'da'jian'zhong'tang 大建中汤
'da'jie'hua 打结花
'da'jie'xiong'zheng 大结胸证
'da'jue 大厥
'da'li'can 大力参
'da'li'zi 大力子
'da'lo'tei 打咯忒
'da'ma'bo 大马勃
'da'ma'guo'tian'he 打马过天河
'da'ma'guo'tian'men 打马过天门
'da'ma'ren 大麻仁
'da'po'wan'hua'hua 打破碗花花
'da'pu'nei'shang 打扑内伤
'da'pu'shang'sun 打扑伤损
'da'pu'yao'tong 打扑腰痛
'da'qiang'zi 打枪子
'da'qin'jiao'tang 大秦艽汤
'da'qing'long'tang 大青龙汤
'da'qing'yan 大青盐
'da'qing'ye 大青叶
'da're 大热
'da'shang 打伤
'da'sheng'di 大生地
'da'shi'you'lei'zhuang 大实有羸状
'da'shu'di 大熟地
'da'shui'shui'hua 打水水花
'da'suan 大蒜
'da'sun 打损
'da'tian'zhong 打天钟
'da'tou'chen 大头陈
'da'tou'wen 大头瘟
'da'tou'wen'bing 大头瘟病
'da'wan'ke 打碗棵
'da'wo'feng 打窝风
'da'xiao'ji 大小蓟
'da'xue'teng 大血藤
'da'zao 大枣
'da'zi'cao 大紫草
'dai'dai'hua 代代花
'dai'dai'hua 玳玳花
'dai'dao'san 代刀散
'dai'di'dang'tang 代抵当汤
'dai'di'dang'wan 代抵当丸
'dai'dun 呆钝
'dai'ge'san 黛蛤散
'dai'jia 代甲
'dai'mai 代脉
'dai'mao 玳瑁
'dai'rong 代荣
'dai'xia'bing 带下病
'dai'xia'yi 带下医
'dai'zhang'dan 代杖丹
'dai'zhang'tang 代杖汤
'dai'zhe'shi 代赭石
'dai'zhen'san 代针散
'dai'zhi 代指
'dan'ai 胆癌
'dan'bai'she 淡白舌
'dan'dan 胆疸
'dan'dan 胆瘅
'dan'dou'chi 淡豆豉
'dan'du'bing 丹毒病
'dan'fan 胆矾
'dan'fu'pian 淡附片
'dan'fu'yu're'zheng 胆腑郁热证
'dan'hong'she 淡红舌
'dan'huo'shang'ni'zheng 胆火上逆证
'dan'jing'yu're'zheng 胆经郁热证
'dan'mu 疸目
'dan'mu 胆木
'dan'nan'xing 胆南星
'dan'pi 丹皮
'dan'pi'fen 丹皮酚
'dan'pi'tan 丹皮炭
'dan'qi'xu'zheng'dan're'pi'han 胆气虚证胆热脾寒
'dan're 胆热
'dan're'zheng 胆热证
'dan'sha 丹砂
'dan'sha'bing 丹痧病
'dan'sha 丹痧
'dan'shen 丹参
'dan'shen'yin 丹参饮
'dan'shi 胆石
'dan'tian 丹田
'dan'xing 胆星
'dan'yu'tan'rao'zheng 胆郁痰扰证
'dan'zhang 胆胀
'dan'zhang'bing 胆胀病
'dan'zhi 胆汁
'dan'zhu'ru 淡竹茹
'dan'zhu'ye 淡竹叶
'dang'gui 当归
'dang'gui'bu'xue'tang 当归补血汤
'dang'gui'jian'zhong'tang 当归建中汤
'dang'gui'liu'huang'tang 当归六黄汤
'dang'gui'long'hui'wan 当归龙荟丸
'dang'gui'nian'tong'tang 当归拈痛汤
'dang'gui'shen 当归身
'dang'gui'si'ni'tang 当归四逆汤
'dang'gui'wei 当归尾
'dang'gui'yin'zi 当归饮子
'dang'ha'ya 档哈雅
'dang'men'zi 当门子
'dang'nei'chu 档内出
'dang'shen 党参
'dang'shen'xin'yan'jiu 党参新研究
'dang'yao 当药
'dang'yong'nian 党永年
'dao'ba'zhong'yang 倒拔肿疡
'dao'chan 倒产
'dao'chi'san 导赤散
'dao'chui'lian 倒垂帘
'dao'ci'cao 倒刺草
'dao'di'gong 倒地拱
'dao'diao'fa 倒吊法
'dao'diao'jin'zhong 倒吊金钟
'dao'diao'la'zhu 倒吊蜡烛
'dao'dou 刀豆
'dao'du'san 倒毒伞
'dao'fa 捣法
'dao'gou'cao 倒钩草
'dao'gua'jin'gou 倒挂金钩
'dao'gua'jin'zhong 倒挂金钟
'dao'gua'niu 倒挂牛
'dao'guan'cao 倒罐草
'dao'han 盗汗
'dao'han'bing 盗汗病
'dao'jie 倒睫
'dao'jie'chi'lan'zheng 倒睫赤烂症
'dao'jie'juan'mao'bing 倒睫卷毛病
'dao'jie'quan'luan 倒睫拳挛
'dao'jie'quan'mao 倒睫拳毛
'dao'jing 倒经
'dao'kai'hua 倒开花
'dao'kou'cao 倒扣草
